line,label
" this box sheeting was then extended up the length of the lock in the form of a 2 ft wide trench in order to drain the head of the lock , the trench being filled with  HARD  core over drain .    ",HARD3
" The intonation wavered again and again in the Stravinsky `` Apollo , "" and the sound texture in the Puccini piece turned  HARD  and unyielding .   ",HARD3
But  HARD  <compound>covers</compound>  always have had a few refuges .,HARD3
Onion seeds have a  HARD  seed coat .,HARD3
Good jobs have been disappearing from this  HARD  <compound>scrabble</compound>  river town for years .,HARD3
" Becker matched Lendl 's nine aces but won this match with his more dynamic net play ,  diving and rolling on the  HARD  court as if frolicking on grass .   ",HARD3
" Its different flavor results from its firing in a  HARD  <compound>seasoned-wood</compound>  ,  brick oven .  ",HARD3
" In the slow boring of  HARD  boards ,  Congress and the president keep hitting bit -- breaking knots -- the deficit ,  health care and education policy ,  the environment ,  our rotting infrastructure .  ",HARD3
Ragged scrubland and manicured lawns had the same bleak blanket of  HARD  gray crust .,HARD3
" there was no time for rejoicing , but the  HARD  , firm shape of the automatic sent a new confidence surging through his body .   ",HARD3
" She always has been attracted to contradictory impulses ,  the `` dual natures '' suggested by the exhibit 's title :   HARD  vs. soft ,  feminine vs. masculine .   ",HARD3
He said the blister was caused by dragging his foot on a  HARD  mound while pitching in Arizona .,HARD3
I 've heard that many women spritz and spritz until even the split ends are  HARD  enough to cut glass .,HARD3
" Surface key :  frm pkd &equals ;  firm packed ,  hrd pkd &equals ;   HARD  packed ,  mch grm &equals ;  machine groomed ,  pkd pwdr &equals ;  packed powder ,  pwdr &equals ;  powder .  ",HARD3
" Most of the time the change is incremental ,  in the evocative words of Max Weber ,  `` a strong and slow boring of  HARD  boards. '' ",HARD3
That record-breaking  HARD  freeze ravished tropical and Mediterranean plants in Bay Area gardens .,HARD3
" The play equipment ,  sand and  HARD  surface for handicapped access cost about $160 , 000 ,  said Lincoln Fong ,  senior landscape architect for the city .  ",HARD3
" This time on the  HARD  courts of the mint green National Tennis Center the match was a fitting finish to a day that featured victories by a parade of Australian Open champions -- Edberg ,  the 1985 and 1987 winner ,  Ivan Lendl the 1989 and 1990 winner ,  and Mats Wilander the 1983 ,  1984 and 1988 winner .  ",HARD3
These include covering a cake with a  HARD  glaze of sugar and gelatin or using wood as a temporary frame for floating sculptures .,HARD3
" When collagen forms ,  women are likely to develop a fibrous `` capsule '' around the implant that becomes  HARD  and sometimes sore .  ",HARD3
" Silicon carbide 's problem is that , because it 's so  HARD  , it 's also brittle , and thus vulnerable to impact stresses .  ",HARD3
" Its blond tints were as fresh and enduring as enamel , -- and quite as  HARD  .   ",HARD3
" Generally ,  a novice sandblaster can remove the old paint ,  but not without cutting into soft grain while leaving  HARD  grain virtually untouched .   ",HARD3
The handset he had been holding clattered against something  HARD it had been dropped or yanked loose .,HARD3
" <s snum=54>The intimal surface of the aorta was covered with confluent, yellow-brown,  HARD , friable plaques along its entire course, and there was a marked narrowing of the orifices of the large major visceral arteries.   ",HARD3
On his own garage door he found that the opener reversed when it struck the  HARD  block but crushed a cardboard box -- a material that one assumes more closely represents people .,HARD3
" But I find that ,  when sitting with my spinal column bent at a 45-degree angle and my knees ramming into a  HARD  ,  knotty slab of oak ,  my attention span tends to shorten considerably .   ",HARD3
`` I felt nothing but my head and shoulder blades pressing on the  HARD  slab beneath my back .,HARD3
" Like a chocolate Easter bunny ,  rotationally molded plastic products have a  HARD  skin but are hollow inside .   ",HARD3
EASTER EGGS TO GO : People who don't have time to dye their own can now buy  HARD  <compound>boiled</compound>  and pre-colored Rainbow Eggs .,HARD3
" Wednesday :  Day 4 ;  In the morning there were ice patches on the stream ,  and the ground was frozen  HARD  as we started our eight-mile hike to Kibo Hut .    ",HARD3
" Last winter 's  HARD  frost caused some of the new growth tips to go limp ,  but they quickly recovered .   ",HARD3
Most  HARD  cheeses are higher in saturated fats than meat .,HARD3
" I have performed a number of operations on these types of ears ,  and I can assure you that this is extremely  HARD  bone .  ",HARD3
" Said Trevor Wilson ,  who pitched the Giants ' first eight innings :  `` Mitch is  HARD  as a rock ,  so I don't think it bothered him any. '' ",HARD3
" Age 1 to 3 :  2 to 3 servings daily ;  One serving would be 1/2 to 3/4 cup milk ( For children under 2 years of age ,  serve only whole milk ,  not low-fat or skim milk )  ,  1/2 to 3/4 cup yogurt ,  1 ounce  HARD  cheese ,  or 1/4 cup cottage cheese ,  pudding ,  ice milk or ice cream .   ",HARD3
" The interior is overly chintzy ,  with  HARD  and uncomfortable seats and fabric that feels cheap .   ",HARD3
" I liked the low-fat ( no shortening but with nuts or chocolate )  better than the no-fat ,  which I found dry and  HARD  .  ",HARD3
" <s snum=2>The instrument is shown in Fig. 1 and consists essentially of a  HARD , sharp, tungsten carbide knife which is pushed along the substrate to remove the coating.   ",HARD3
" His game is made for  HARD  courts ,  but the courts here are fast ,  and there are no bad bounces .   ",HARD3
" Bumpers sought the moratorium because his proposal to impose a 5 percent royalty on gold ,  silver and other  HARD  <compound>rock</compound>  minerals mined on federal lands has been stalled for years in the Senate Energy and Natural Resources Committee ,  which is dominated by Westerners .  ",HARD3
" But both chains aggressively promote the latest mass-market  HARD  <compound>cover</compound>  best sellers , putting them in the front of each store or along the main thoroughfare , the `` power aisle . ''  ",HARD3
" However , as the fifth house in that row is the House of Scientists , the occupants of which were not amenable to eviction no matter how worthy the cause , Boris Piotrovsky soon found himself between a rock and a  HARD  place .  ",HARD3
" The skin is covered with  HARD  ,  bubblelike scales ,  and Mattson is laboriously constructing the boots one stitch at a time ,  slipping the needle of his sewing machine carefully between the scales .  ",HARD3
Some say the implants make their breasts  HARD  and sore .,HARD3
" In field hockey ,  in which girls chase a solid ,   HARD  <compound>plastic</compound>  ball with wooden sticks ,  the shin pads used meet national standards and are required to be worn at all times .   ",HARD3
" As they mature into adulthood ,  the grasshoppers develop a rock- HARD  exoskeleton and the ability to fly the length of a football field .   ",HARD3
" Now an Atlanta businessman , Mr. Scherer severed all ties with the company in 1979 in a dispute with some board members , including Mr. Fink , on how to run the maker of  HARD - and soft-shell capsules used to hold drugs , vitamins and bath oil .  ",HARD3
" The rain , along with the plentiful Ogallala aquifer that is pumped for irrigation in this part of Nebraska , has left the fields of alfalfa , corn and  HARD  red winter wheat in good shape .  ",HARD3
" The Soviet Union will supply 1.5 million cubic meters of timber a year , mostly  HARD  pine , and China will provide coal , salt , electricity , oil and other materials , the news service said .  ",HARD3
" On a  HARD  surface or wood ,  the clacking of these heels is inappropriate in public places .   ",HARD3
" Life Savers Holes ,  a pellet version of the  HARD  candies ,  are being withdrawn from stores nationwide after four teen-agers swallowed or gagged on the packages ' plastic tops ,  company officials said .  ",HARD3
" Mr. Ohmae 's latest book , `` Beyond National Borders : Reflections on Japan and the World '' -LRB- Dow Jones-Irwin , 128 pages , $16.95 -RRB- , ably translated into English by the author and some McKinsey colleagues , sold more than 300 ,000  HARD  cover copies in Japan .  ",HARD3
" My breath , and the very ground becomes as  HARD  as flint .   ",HARD3
" Note :  Cinnamon red hots are small red candies slightly  HARD  than jelly beans ,  available in the baking section of supermarkets .    ",HARD3
" ( box )  Sun Hong Kong Restaurant ,  91 Shattuck Square ( i.e. ,  Shattuck Avenue at Addison )  ,  Berkeley ,  ( 510 )  841-2288 ,  is a bright ,   HARD  <compound>surfaced</compound>  ,  contemporary Chinese cafe that fills its two small floors of tables until 2 a.m. by selling a long and interesting menu supplemented by a separate menu of soups ,  noodle dishes and rice plates at extremely low prices .    ",HARD3
" Now their view is one of misery --  HARD  earth blanketed with discarded water bottles and human waste ,  weary children in tattered clothes lining up for rations .  ",HARD3
" Sometimes tapping the pot on a  HARD  surface will loose the cramped plant ,  but you may have to use a screwdriver to pry it out .  ",HARD3
" The priest bearing the holy relic -- the referee carrying the puck ,  a rock- HARD  piece of black rubber -- drops it in the face-off at center ice ,  and the contest begins .   ",HARD3
" So  HARD  <compound>covers</compound>  still have one advantage ,  after all .  ",HARD3
" in common with many locks of early date , no  HARD  floor was provided between the mass concrete lock walls , although timber baulks of substantial section were set in the earth floor to act as struts between the bases of the walls .    ",HARD3
" YOU'RE trapped between a net and a pack of large men ,  who are wielding wooden sticks and whacking  HARD  little projectiles at your head at 120 mph .   ",HARD3
" One of the most important is to provide a relatively  HARD  ,  stable surface on which to place the dining table and chairs ;  the other is to make it possible to cook the meal close at hand .  ",HARD3
